trip_id,booking_id,customer_id,customer_name,gender,age,city,route_id,route_name,origin_stop,destination_stop,bus_number,bus_type,driver_id,driver_name,trip_date,scheduled_departure,actual_departure,scheduled_arrival,actual_arrival,distance_km,fare_inr,discount_inr,payment_mode,booking_channel,seat_number,trip_status,cancellation_reason,rating,occupancy_pct,weather,is_peak_hour,subscription_type,device_type,gps_enabled,complaint_raised
Trp001893,Bk63363927,Cust00634,Aditya Joshi,Female,29.0,Bangalore,Rtba022,Hsr Layout - Bannerghatta Road,Hsr Layout,Bannerghatta Road,Ka03Cf1058,Non-Ac Seater,Drv0004,Siddharth Reddy,2024-03-09,2026-07-30 09:20:00,09:16,2026-07-30 10:46:00,10:42,40.7,469,0.0,Net Banking,Website,B3,Completed,Nan,3.0,62.5,Fog,No,Single Ride,Android,True,0
Trp001133,Bk11868577,Cust00632,Arjun Kapoor,M,35.0,Chennai,Rtch044,Velachery - Omr,Velachery,Omr,Tn14Cf9288,Non-Ac Seater,Drv0039,Ananya Pillai,2024-10-08,2026-07-30 21:45:00,21:45,2026-07-30 23:03:00,Nan,26.1,334,0.0,Debit Card,Website,A1,No-Show,Customer Request,4.0,47.5,Rain,No,Single Ride,Web,Yes,0
Trp000238,Bk75815017,Cust00752,Kavya Kapoor,Male,18.0,Mumbai,Rtmu003,Andheri East - Powai,Andheri East,Powai,Mh07Cf8062,Non-Ac Seater,Drv0038,Reyansh Joshi,2024-12-13,2026-07-30 17:50:00,17:50,2026-07-30 18:42:00,18:42,22.8,182,0.0,Debit Card,Website,A8,Completed,Nan,5.0,22.0,Heavy Rain,No,Monthly Pass,Android,1,0
Trp002525,Bk54170248,Cust00424,Aman Verma,Female,22.0,Pune,Rtpu020,Aundh - Kharadi,Aundh,Kharadi,Mh43Cf8787,Ac Sleeper,Drv0053,Anita Mehta,2024-09-19,2026-07-30 07:25:00,07:25,2026-07-30 08:44:00,Nan,32.8,436,31.0,Wallet,Website,B11,No-Show,Payment Failed,4.0,77.5,Heavy Rain,True,Weekly Pass,Web,0,0
Trp002419,Bk46401248,Cust00126,Vivaan Verma,Female,23.0,Delhi Ncr,Rtde055,Vasant Kunj - Connaught Place,Vasant Kunj,Connaught Place,Dl08Cf5920,Non-Ac Seater,Drv0078,Tanvi Agarwal,2024-08-11,2026-07-30 08:45:00,08:45,2026-07-30 09:10:00,09:10,8.4,106,0.0,Upi,Kiosk,C3,Completed,Nan,5.0,38.5,Cloudy,No,Monthly Pass,Web,Y,No
Trp002745,Bk67918822,Cust01167,Priya Bansal,M,33.0,Delhi Ncr,Rtde051,Vasant Kunj - Saket,Vasant Kunj,Saket,Dl28Cf3223,Premium Ac,Drv0053,Anita Mehta,2024-10-26,2026-07-30 22:40:00,22:40,2026-07-30 23:47:00,23:47,25.7,499,149.0,Cash,Mobile App,C4,Completed,Nan,5.0,25.0,Heavy Rain,False,Weekly Pass,Web,Y,No
Trp002960,Bk85154961,Cust00816,Rajesh Kapoor,Male,46.0,Chennai,Rtch043,Guindy - Anna Nagar,Guindy,Anna Nagar,Tn06Cf7868,Non-Ac Seater,Drv0070,Krishna Agarwal,2024-04-04,2026-07-30 20:35:00,20:40,2026-07-30 21:38:00,21:43,33.6,355,0.0,Wallet,Corporate Portal,A8,Completed,Nan,3.0,45.9,Heavy Rain,False,Corporate Plan,Ios,True,No
Trp002973,Bk44009866,Cust00420,Tanvi Verma,Male,32.0,Pune,Rtpu011,Shivajinagar - Hinjewadi Phase 1,Shivajinagar,Hinjewadi Phase 1,Mh23Cf2127,Ac Sleeper,Drv0085,Diya Desai,07-Feb-2024,2026-07-30 18:15:00,18:15,2026-07-30 20:13:00,20:13,39.5,469,65.0,Debit Card,Kiosk,B9,Completed,Nan,4.0,23.4,Haze,False,Single Ride,Web,1,0
Trp001189,Bk96419255,Cust00984,Geeta Reddy,Female,29.0,Chennai,Rtch046,Omr - T Nagar,Omr,T Nagar,Tn46Cf5956,Ac Seater,Drv0012,Deepak Sharma,2024-06-21,2026-07-30 21:50:00,21:50,2026-07-30 23:04:00,23:04,32.0,369,0.0,Wallet,Kiosk,D13,Completed,Nan,4.0,88.6,Heavy Rain,0,Weekly Pass,Android,1,0
Trp001507,Bk63002941,Cust01068,Nikhil Naidu,Female,26.0,Mumbai,Rtmu001,Ghatkopar - Vashi,Ghatkopar,Vashi,Mh17Cf3925,Non-Ac Seater,Drv0045,Sunita Gupta,20/06/2024,2026-07-30 11:10:00,11:10,2026-07-30 12:14:00,12:14,32.5,360,0.0,Credit Card,Corporate Portal,B13,Completed,Nan,5.0,83.2,Fog,False,Single Ride,Web,True,0
Trp002267,Bk86303481,Cust00019,Ayaan Bansal,Female,31.0,Delhi Ncr,Rtde058,Faridabad - Saket,Faridabad,Saket,Dl07Cf6794,Premium Ac,Drv0081,Divya Patel,16/09/2024,2026-07-30 22:15:00,22:32,2026-07-30 23:19:00,23:36,22.0,326,0.0,Wallet,Website,B5,Delayed-Completed,Nan,4.0,30.1,Fog,No,Monthly Pass,Web,0,No
Trp001319,Bk44130373,Cust00341,Divya Bhat,Female,25.0,Chennai,Rtch046,Omr - T Nagar,Omr,T Nagar,Tn16Cf5562,Premium Ac,Drv0030,Sai Bansal,2024-09-10,2026-07-30 08:20:00,Nan,2026-07-30 10:01:00,Nan,32.0,0,0.0,Nan,Website,C7,Cancelled,Customer Request,4.0,58.5,Fog,Yes,Corporate Plan,Android,Yes,0
Trp001292,Bk16467218,Cust01235,Kalpana Kulkarni,Female,18.0,Hyderabad,Rthy040,Uppal - Gachibowli,Uppal,Gachibowli,Ts12Cf9548,Non-Ac Seater,Drv0012,Deepak Sharma,01/10/2024,2026-07-30 12:15:00,12:15,2026-07-30 12:43:00,Nan,9.1,94,0.0,Upi,Mobile App,D8,No-Show,Customer Request,4.0,76.9,Clear,No,Single Ride,Ios,1,0
Trp000784,Bk21748631,Cust00915,Deepak Iyer,F,30.0,Hyderabad,Rthy033,Miyapur - Kondapur,Miyapur,Kondapur,Ts05Cf6409,Non-Ac Seater,Drv0037,Sai Rao,30/08/2024,2026-07-30 17:10:00,17:10,2026-07-30 18:18:00,18:18,30.4,287,0.0,Cash,Corporate Portal,C10,Completed,Nan,4.0,98.8,Clear,Yes,Single Ride,Web,1,0
Trp000963,Bk39167240,Cust01016,Sai Menon,Female,23.0,Bangalore,Rtba021,Bannerghatta Road - Marathahalli,Bannerghatta Road,Marathahalli,Ka38Cf3426,Premium Ac,Drv0034,Shalini Gupta,10/10/2024,2026-07-30 10:50:00,10:50,2026-07-30 11:32:00,11:32,22.3,385,0.0,Debit Card,Corporate Portal,B1,Completed,Nan,2.0,67.8,Fog,True,Single Ride,Ios,Yes,No
Trp000761,Bk88826137,Cust00181,Lakshmi Mehta,Female,18.0,Chennai,Rtch046,Omr - T Nagar,Omr,T Nagar,Tn35Cf8921,Premium Ac,Drv0066,Priya Naidu,2024-10-26,2026-07-30 20:15:00,20:15,2026-07-30 21:38:00,21:38,32.0,435,0.0,Credit Card,Corporate Portal,C9,Completed,Nan,5.0,56.8,Fog,No,Corporate Plan,Ios,Y,No
Trp001044,Bk54734846,Cust00993,Neha Shah,Male,35.0,Delhi Ncr,Rtde052,Rohini - Faridabad,Rohini,Faridabad,Dl45Cf1090,Ac Seater,Drv0089,Rajesh Nair,2024-03-22,2026-07-30 21:35:00,Nan,2026-07-30 22:59:00,Nan,31.0,0,0.0,Nan,Website,C11,Cancelled,Bus Breakdown,4.0,58.5,Fog,0,Single Ride,Web,1,No
Trp002262,Bk84692284,Cust00048,Krishna Gupta,Female,34.0,Delhi Ncr,Rtde055,Vasant Kunj - Connaught Place,Vasant Kunj,Connaught Place,Dl11Cf2389,Non-Ac Seater,Drv0014,Shalini Chopra,2024-12-28,2026-07-30 08:45:00,08:45,2026-07-30 09:11:00,09:11,8.4,88,0.0,Net Banking,Corporate Portal,A1,Completed,Nan,2.0,82.1,Fog,No,Monthly Pass,Web,True,No
Trp000693,Bk47200285,Cust00675,Aman Chopra,Male,29.0,Bangalore,Rtba024,Hebbal - Electronic City,Hebbal,Electronic City,Ka49Cf7211,Non-Ac Seater,Drv0003,Ananya Rao,"November 09, 2024",2026-07-30 13:20:00,13:20,2026-07-30 13:59:00,13:59,17.8,171,0.0,Cash,Website,D15,Completed,Nan,4.0,27.5,Fog,False,Weekly Pass,Web,Yes,No
Trp002194,Bk63562149,Cust01269,Karan Joshi,Female,18.0,Chennai,Rtch048,Guindy - Adyar,Guindy,Adyar,Tn31Cf9238,Ac Sleeper,Drv0037,Sai Rao,11/04/2024,2026-07-30 18:35:00,18:35,2026-07-30 19:08:00,19:08,12.9,147,30.0,Wallet,Website,B4,Completed,Nan,2.0,60.0,Clear,0,Weekly Pass,Android,Y,No
Trp001098,Bk52192512,Cust00651,Aadhya Joshi,Other,30.0,Pune,Rtpu017,Kharadi - Baner,Kharadi,Baner,Mh19Cf4566,Ac Seater,Drv0081,Divya Patel,2024-03-12,2026-07-30 08:40:00,08:40,2026-07-30 09:54:00,09:54,27.7,324,0.0,Upi,Website,A5,Completed,Nan,4.0,28.8,Cloudy,1,Weekly Pass,Web,Yes,No
Trp001948,Bk49393910,Cust00662,Riya Bansal,F,24.0,Hyderabad,Rthy034,Gachibowli - Hitec City,Gachibowli,Hitec City,Ts47Cf6559,Ac Seater,Drv0043,Geeta Singh,"January 24, 2024",2026-07-30 19:15:00,19:11,2026-07-30 20:23:00,20:19,20.6,174,23.0,Debit Card,Mobile App,B11,Completed,Nan,4.0,90.2,Heavy Rain,Yes,Corporate Plan,Ios,True,0
Trp000737,Bk85503366,Cust00903,Geeta Verma,Female,34.0,Hyderabad,Rthy038,Hitec City - Kondapur,Hitec City,Kondapur,Ts41Cf4185,Premium Ac,Drv0011,Siddharth Agarwal,2024-11-26,2026-07-30 07:15:00,07:20,2026-07-30 07:47:00,07:52,14.1,272,0.0,Credit Card,Mobile App,A12,Completed,Nan,4.0,70.1,Cloudy,1,Monthly Pass,Android,Y,0
Trp002358,Bk87927756,Cust01389,Krishna Kapoor,F,28.0,Delhi Ncr,Rtde057,Rohini - Indirapuram,Rohini,Indirapuram,Dl27Cf6344,Premium Ac,Drv0064,Nikhil Naidu,21/04/2024,2026-07-30 09:30:00,09:30,2026-07-30 09:55:00,09:55,10.3,180,0.0,Cash,Website,C6,Completed,Nan,4.0,37.5,Rain,False,Single Ride,Android,True,0
Trp000370,Bk51948384,Cust00984,Geeta Reddy,Female,29.0,Pune,Rtpu017,Kharadi - Baner,Kharadi,Baner,Mh45Cf2771,Premium Ac,Drv0040,Lakshmi Shah,2024-07-18,2026-07-30 09:25:00,Nan,2026-07-30 10:28:00,Nan,27.7,0,0.0,Nan,Mobile App,A12,Cancelled,Traffic/Weather,4.0,58.5,Rain,1,Weekly Pass,Web,Yes,No
Trp000028,Bk50384524,Cust00112,Ananya Iyer,M,20.0,Delhi Ncr,Rtde054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,Dl36Cf6419,Non-Ac Seater,Drv0085,Diya Desai,2024-12-19,2026-07-30 13:20:00,13:20,2026-07-30 14:03:00,14:03,18.7,1194,0.0,Cash,Corporate Portal,A5,Completed,Nan,2.0,60.5,Clear,0,Corporate Plan,Web,1,No
Trp000932,Bk29554164,Cust00368,Priya Kulkarni,Male,33.0,Mumbai,Rtmu004,Thane West - Bkc,Thane West,Bkc,Mh33Cf2312,Ac Sleeper,Drv0002,Vivaan Naidu,2024-08-17,2026-07-30 21:10:00,21:10,2026-07-30 22:40:00,22:40,41.7,520,0.0,Wallet,Corporate Portal,B12,Completed,Nan,3.0,45.4,Heavy Rain,False,Monthly Pass,Web,Y,0
Trp002165,Bk83256497,Cust00181,Lakshmi Mehta,Female,18.0,Chennai,Rtch043,Guindy - Anna Nagar,Guindy,Anna Nagar,Tn16Cf5562,Premium Ac,Drv0090,Rajesh Patel,2024-08-30,2026-07-30 11:55:00,11:55,2026-07-30 13:17:00,13:17,33.6,424,30.0,Wallet,Kiosk,B5,Completed,Nan,4.0,71.5,Clear,No,Single Ride,Ios,Y,No
Trp000427,Bk37390284,Cust00143,Manoj Agarwal,Other,23.0,Pune,Rtpu014,Shivajinagar - Aundh,Shivajinagar,Aundh,Mh13Cf4116,Premium Ac,Drv0008,Sanjay Desai,2024-07-24,2026-07-30 06:35:00,06:35,2026-07-30 07:01:00,07:01,9.3,114,0.0,Net Banking,Kiosk,B7,Completed,Nan,3.0,60.6,Heavy Rain,0,Weekly Pass,Android,True,No
Trp002668,Bk28914316,Cust01318,Meera Naidu,O,33.0,Pune,Rtpu015,Baner - Kharadi,Baner,Kharadi,Mh13Cf4116,Premium Ac,Drv0039,Ananya Pillai,23-Sep-2024,2026-07-30 10:15:00,10:58,2026-07-30 11:15:00,11:58,24.4,410,0.0,Debit Card,Kiosk,D9,Delayed-Completed,Nan,3.0,27.5,Heavy Rain,False,Corporate Plan,Web,True,No
Trp000260,Bk43802725,Cust01389,Krishna Kapoor,Female,28.0,Chennai,Rtch045,Adyar - Tambaram,Adyar,Tambaram,Tn35Cf4228,Non-Ac Seater,Drv0080,Aarav Bhat,2024-05-31,2026-07-30 22:45:00,22:45,2026-07-30 23:31:00,23:31,20.9,258,0.0,Debit Card,Mobile App,B7,Completed,Nan,5.0,79.3,Rain,False,Monthly Pass,Ios,Y,No
Trp000790,Bk29160042,Cust00634,Aditya Joshi,F,29.0,Chennai,Rtch044,Velachery - Omr,Velachery,Omr,Tn10Cf4908,Ac Sleeper,Drv0082,Anita Bansal,17-Apr-2024,2026-07-30 19:55:00,19:55,2026-07-30 21:20:00,21:20,26.1,297,0.0,Cash,Website,D1,Completed,Nan,5.0,29.0,Haze,True,Monthly Pass,Ios,Y,0
Trp000516,Bk10585564,Cust01194,Aadhya Malhotra,F,36.0,Bangalore,Rtba022,Hsr Layout - Bannerghatta Road,Hsr Layout,Bannerghatta Road,Ka07Cf1420,Non-Ac Seater,Drv0071,Kavya Gupta,2024-04-06,2026-07-30 08:10:00,08:10,2026-07-30 09:42:00,09:42,40.7,401,85.0,Wallet,Kiosk,D1,Completed,Nan,4.0,70.1,Haze,No,Single Ride,Android,Yes,No
Trp001977,Bk20399689,Cust01286,Karan Kapoor,Female,32.0,Mumbai,Rtmu006,Malad West - Lower Parel,Malad West,Lower Parel,Mh16Cf4266,Ac Seater,Drv0063,Priya Reddy,"April 07, 2024",2026-07-30 19:15:00,19:15,2026-07-30 20:26:00,20:26,29.8,350,0.0,Debit Card,Website,B4,Completed,Nan,5.0,19.1,Haze,No,Corporate Plan,Web,True,0
Trp002224,Bk61491544,Cust00330,Lakshmi Sharma,Female,35.0,Mumbai,Rtmu001,Ghatkopar - Vashi,Ghatkopar,Vashi,Mh27Cf9031,Ac Seater,Drv0065,Vikram Bansal,2024-11-24,2026-07-30 17:55:00,17:55,2026-07-30 18:59:00,18:59,32.5,347,53.0,Cash,Corporate Portal,C8,Completed,Nan,4.0,88.5,Cloudy,False,Monthly Pass,Ios,True,No
Trp000920,Bk52407306,Cust00163,Priya Kumar,M,42.0,Chennai,Rtch048,Guindy - Adyar,Guindy,Adyar,Tn01Cf9464,Ac Sleeper,Drv0069,Anika Rao,16-Aug-2024,2026-07-30 17:25:00,17:25,2026-07-30 18:00:00,18:00,12.9,146,0.0,Upi,Kiosk,A7,Completed,Nan,4.0,38.9,Haze,1,Single Ride,Web,1,0
Trp001879,Bk20543607,Cust00399,Ayaan Nair,Female,40.0,Delhi Ncr,Rtde052,Rohini - Faridabad,Rohini,Faridabad,Dl29Cf8007,Ac Seater,Drv0009,Aditya Sharma,2024-02-07,2026-07-30 17:20:00,17:20,2026-07-30 18:26:00,18:26,31.0,361,0.0,Debit Card,Website,C15,Completed,Nan,5.0,80.4,Heavy Rain,True,Corporate Plan,Web,Yes,0
Trp000245,Bk22881862,Cust01142,Neha Gupta,Male,23.0,Delhi Ncr,Rtde054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,Dl46Cf9041,Premium Ac,Drv0064,Nikhil Naidu,22/08/2024,2026-07-30 18:00:00,18:00,2026-07-30 19:00:00,19:00,18.7,1962,0.0,Upi,Kiosk,B5,Completed,Nan,5.0,46.7,Heavy Rain,1,Monthly Pass,Android,Yes,No
Trp001649,Bk64053569,Cust00403,Tanvi Shah,Male,25.0,Chennai,Rtch042,Anna Nagar - Porur,Anna Nagar,Porur,Tn49Cf4295,Non-Ac Seater,Drv0071,Kavya Gupta,24/10/2024,2026-07-30 10:30:00,10:28,2026-07-30 12:03:00,12:01,33.4,396,80.0,Credit Card,Website,A11,Completed,Nan,4.0,68.3,Fog,No,Weekly Pass,Android,True,0
Trp001339,Bk87572964,Cust00823,Anika Kulkarni,F,25.0,Mumbai,Rtmu003,Andheri East - Powai,Andheri East,Powai,Mh17Cf3925,Non-Ac Seater,Drv0088,Divya Singh,2024-11-20,2026-07-30 18:15:00,18:19,2026-07-30 19:10:00,19:14,22.8,218,57.0,Net Banking,Corporate Portal,A1,Completed,Nan,4.0,34.1,Heavy Rain,Yes,Single Ride,Android,Yes,Yes
Trp002625,Bk33559242,Cust00163,Priya Kumar,Male,42.0,Delhi Ncr,Rtde058,Faridabad - Saket,Faridabad,Saket,Dl24Cf2129,Non-Ac Seater,Drv0064,Nikhil Naidu,17-Sep-2024,2026-07-30 08:40:00,09:20,2026-07-30 09:52:00,10:32,22.0,235,0.0,Cash,Mobile App,B12,Delayed-Completed,Nan,4.0,25.6,Heavy Rain,Yes,Single Ride,Android,True,No
Trp001976,Bk72121225,Cust00006,Neha Menon,Female,36.0,Hyderabad,Rthy038,Hitec City - Kondapur,Hitec City,Kondapur,Ts08Cf5033,Ac Seater,Drv0023,Reyansh Gupta,26/01/2024,2026-07-30 10:30:00,10:27,2026-07-30 11:10:00,11:07,14.1,196,0.0,Upi,Website,D2,Completed,Nan,3.0,55.5,Haze,1,Single Ride,Android,Y,No
Trp000109,Bk44960996,Cust00162,Vihaan Sharma,O,28.0,Mumbai,Rtmu002,Andheri East - Thane West,Andheri East,Thane West,Mh27Cf9031,Ac Seater,Drv0070,Krishna Agarwal,"October 19, 2024",2026-07-30 18:00:00,18:00,2026-07-30 18:51:00,18:51,24.5,320,0.0,Net Banking,Mobile App,A3,Completed,Nan,5.0,33.8,Cloudy,0,Weekly Pass,Android,1,No
Trp000248,Bk89291824,Cust01044,Aarav Iyer,Female,34.0,Pune,Rtpu011,Shivajinagar - Hinjewadi Phase 1,Shivajinagar,Hinjewadi Phase 1,Mh39Cf2876,Ac Sleeper,Drv0088,Divya Singh,02/05/2024,2026-07-30 06:50:00,06:50,2026-07-30 08:23:00,08:23,39.5,510,0.0,Upi,Mobile App,D10,Completed,Nan,4.0,51.5,Rain,False,Monthly Pass,Web,Y,No
Trp000129,Bk81697212,Cust00266,Anika Shah,Male,29.0,Delhi Ncr,Rtde057,Rohini - Indirapuram,Rohini,Indirapuram,Dl44Cf7624,Ac Sleeper,Drv0062,Tanvi Reddy,2024-05-18,2026-07-30 07:05:00,07:29,2026-07-30 07:38:00,08:02,10.3,178,43.0,Wallet,Corporate Portal,B2,Delayed-Completed,Nan,3.0,40.8,Fog,No,Monthly Pass,Ios,True,No
Trp002059,Bk76209609,Cust00573,Sneha Iyer,F,32.0,Delhi Ncr,Rtde056,Gurgaon Cyber City - Noida Sector 62,Gurgaon Cyber City,Noida Sector 62,Dl28Cf3223,Premium Ac,Drv0034,Shalini Gupta,2024-08-27,2026-07-30 06:35:00,06:41,2026-07-30 06:51:00,06:57,8.3,111,0.0,Net Banking,Website,C3,Completed,Nan,4.0,53.6,Heavy Rain,No,Weekly Pass,Android,Yes,0
Trp001415,Bk45035612,Cust00569,Anika Pillai,Male,29.0,Bangalore,Rtba022,Hsr Layout - Bannerghatta Road,Hsr Layout,Bannerghatta Road,Ka28Cf8973,Ac Sleeper,Drv0008,Sanjay Desai,2024-06-10,2026-07-30 06:55:00,Nan,2026-07-30 08:38:00,Nan,40.7,0,53.0,Nan,Mobile App,B2,Cancelled,Driver Unavailable,4.0,58.5,Clear,0,Corporate Plan,Ios,No,No
Trp002069,Bk36042389,Cust01018,Suresh Desai,Female,24.0,Bangalore,Rtba024,Hebbal - Electronic City,Hebbal,Electronic City,Ka15Cf2124,Ac Seater,Drv0030,Sai Bansal,2024-11-21,2026-07-30 09:30:00,09:30,2026-07-30 10:13:00,10:13,17.8,144,0.0,Cash,Kiosk,C8,Completed,Nan,4.0,45.4,Haze,1,Single Ride,Ios,True,0
Trp001424,Bk82903467,Cust01295,Manoj Bhat,Male,32.0,Chennai,Rtch048,Guindy - Adyar,Guindy,Adyar,Tn49Cf4937,Premium Ac,Drv0087,Aarav Naidu,2024-02-19,2026-07-30 07:15:00,Nan,2026-07-30 07:47:00,Nan,12.9,0,0.0,Nan,Corporate Portal,B10,Cancelled,Route Diverted,4.0,58.5,Heavy Rain,1,Corporate Plan,Web,1,No
Trp002461,Bk22292386,Cust00773,Vihaan Nair,Female,31.0,Pune,Rtpu020,Aundh - Kharadi,Aundh,Kharadi,Mh12Cf7755,Ac Seater,Drv0074,Rohan Bhat,2024-04-04,2026-07-30 12:20:00,12:30,2026-07-30 14:00:00,14:10,32.8,457,118.0,Wallet,Kiosk,D4,Completed,Nan,3.0,45.4,Fog,No,Corporate Plan,Ios,1,0
Trp000183,Bk44286237,Cust00965,Arjun Iyer,Female,30.0,Chennai,Rtch050,Tambaram - Adyar,Tambaram,Adyar,Tn03Cf6688,Premium Ac,Drv0077,Isha Malhotra,28-Apr-2024,2026-07-30 20:20:00,21:09,2026-07-30 20:37:00,21:26,8.4,118,0.0,Net Banking,Mobile App,A12,Delayed-Completed,Nan,4.0,98.2,Heavy Rain,False,Monthly Pass,Android,True,0
Trp002777,Bk97223588,Cust00182,Arjun Menon,M,18.0,Delhi Ncr,Rtde055,Vasant Kunj - Connaught Place,Vasant Kunj,Connaught Place,Dl30Cf5438,Non-Ac Seater,Drv0082,Anita Bansal,2024-05-08,2026-07-30 19:30:00,Nan,2026-07-30 19:47:00,Nan,8.4,0,0.0,Nan,Kiosk,D8,Cancelled,Traffic/Weather,4.0,58.5,Clear,True,Weekly Pass,Ios,True,No
Trp000483,Bk88244475,Cust01212,Aarav Chopra,Female,39.0,Hyderabad,Rthy037,Kukatpally - Uppal,Kukatpally,Uppal,Ts08Cf5033,Ac Seater,Drv0063,Priya Reddy,21-Feb-2024,2026-07-30 17:05:00,17:05,2026-07-30 17:47:00,Nan,16.0,136,11.0,Net Banking,Mobile App,C2,No-Show,Customer Request,4.0,72.6,Clear,Yes,Corporate Plan,Web,Y,No
Trp001570,Bk68549097,Cust01392,Riya Iyer,Female,22.0,Chennai,Rtch046,Omr - T Nagar,Omr,T Nagar,Tn43Cf6491,Ac Seater,Drv0041,Rohan Shah,2024-08-24,2026-07-30 09:55:00,Nan,2026-07-30 11:02:00,Nan,32.0,0,0.0,Nan,Kiosk,B14,Cancelled,Payment Failed,4.0,58.5,Haze,No,Single Ride,Web,Yes,Yes
Trp000150,Bk44059134,Cust01373,Geeta Mehta,Female,20.0,Mumbai,Rtmu002,Andheri East - Thane West,Andheri East,Thane West,Mh31Cf4644,Ac Sleeper,Drv0060,Sunita Menon,2024-06-26,2026-07-30 12:45:00,12:45,2026-07-30 13:41:00,13:41,24.5,281,0.0,Debit Card,Kiosk,A10,Completed,Nan,2.0,31.6,Clear,False,Corporate Plan,Web,True,No
Trp002628,Bk36239691,Cust00326,Sanjay Mehta,Female,26.0,Bangalore,Rtba028,Hebbal - Whitefield,Hebbal,Whitefield,Ka19Cf3584,Premium Ac,Drv0007,Ramesh Gupta,08/08/2024,2026-07-30 20:35:00,20:38,2026-07-30 21:39:00,21:42,32.7,575,0.0,Wallet,Corporate Portal,B4,Completed,Nan,4.0,62.1,Haze,1,Corporate Plan,Ios,True,No
Trp001052,Bk28146851,Cust00684,Swati Verma,F,36.0,Delhi Ncr,Rtde053,Indirapuram - Rohini,Indirapuram,Rohini,Dl36Cf6419,Non-Ac Seater,Drv0032,Ashok Shah,27/05/2024,2026-07-30 10:10:00,10:10,2026-07-30 12:06:00,12:06,41.8,2928,0.0,Cash,Website,B6,Completed,Nan,3.0,96.7,Cloudy,0,Corporate Plan,Android,True,No
Trp002917,Bk78312436,Cust00771,Kiara Shah,Male,37.0,Hyderabad,Rthy038,Hitec City - Kondapur,Hitec City,Kondapur,Ts47Cf5397,Non-Ac Seater,Drv0052,Vikram Rao,2024-08-01,2026-07-30 07:45:00,Nan,2026-07-30 08:14:00,Nan,14.1,0,0.0,Nan,Kiosk,C3,Cancelled,Driver Unavailable,4.0,58.5,Rain,True,Single Ride,Ios,1,1
Trp001717,Bk43190042,Cust00718,Sai Mehta,Female,29.0,Bangalore,Rtba028,Hebbal - Whitefield,Hebbal,Whitefield,Ka07Cf1420,Non-Ac Seater,Drv0015,Kalpana Bansal,2024-02-08,2026-07-30 18:35:00,18:40,2026-07-30 20:19:00,20:24,32.7,350,0.0,Debit Card,Website,D8,Completed,Nan,4.0,18.3,Cloudy,True,Monthly Pass,Ios,Y,No
Trp002719,Bk21087728,Cust00617,Shalini Reddy,Female,29.0,Bangalore,Rtba025,Hebbal - Marathahalli,Hebbal,Marathahalli,Ka14Cf6147,Ac Sleeper,Drv0056,Neha Singh,24/09/2024,2026-07-30 22:40:00,22:40,2026-07-30 23:01:00,Nan,9.2,125,24.0,Credit Card,Corporate Portal,D11,No-Show,Customer Request,4.0,27.7,Fog,0,Corporate Plan,Android,True,No
Trp000829,Bk11744307,Cust00648,Sai Kapoor,Other,28.0,Delhi Ncr,Rtde054,Faridabad - Noida Sector 62,Faridabad,Noida Sector 62,Dl19Cf3085,Ac Sleeper,Drv0017,Riya Kapoor,"May 19, 2024",2026-07-30 21:40:00,21:46,2026-07-30 22:16:00,22:22,18.7,204,0.0,Debit Card,Kiosk,D8,Completed,Nan,4.0,22.7,Haze,No,Monthly Pass,Web,Y,No
Trp000073,Bk95420677,Cust00276,Shalini Kulkarni,Female,20.0,Pune,Rtpu012,Aundh - Magarpatta,Aundh,Magarpatta,Mh41Cf5291,Ac Sleeper,Drv0024,Isha Patel,2024-04-11,2026-07-30 17:35:00,17:35,2026-07-30 18:38:00,18:38,27.6,Inr 456,0.0,Upi,Mobile App,A5,Completed,Nan,3.0,31.3,Clear,True,Single Ride,Android,Yes,0
Trp001646,Bk68164097,Cust00556,Nikhil Iyer,Female,41.0,Hyderabad,Rthy034,Gachibowli - Hitec City,Gachibowli,Hitec City,Ts02Cf7371,Non-Ac Seater,Drv0060,Sunita Menon,"April 24, 2024",2026-07-30 18:00:00,18:43,2026-07-30 18:55:00,19:38,20.6,179,0.0,Net Banking,Mobile App,D11,Delayed-Completed,Nan,5.0,77.5,Heavy Rain,False,Monthly Pass,Android,Y,No
Trp000715,Bk44266814,Cust00673,Diya Menon,Male,25.0,Chennai,Rtch047,Sholinganallur - Tambaram,Sholinganallur,Tambaram,Tn49Cf4937,Premium Ac,Drv0080,Aarav Bhat,"June 04, 2024",2026-07-30 20:05:00,20:05,2026-07-30 20:57:00,20:57,24.1,441,0.0,Debit Card,Kiosk,B6,Completed,Nan,4.0,77.9,Cloudy,True,Single Ride,Android,Y,0
Trp000876,Bk90346328,Cust00400,Neha Agarwal,O,41.0,Chennai,Rtch043,Guindy - Anna Nagar,Guindy,Anna Nagar,Tn21Cf9005,Ac Seater,Drv0056,Neha Singh,2024-01-03,2026-07-30 10:10:00,10:10,2026-07-30 11:28:00,11:28,33.6,369,0.0,Debit Card,Kiosk,C1,Completed,Nan,4.0,87.6,Fog,False,Weekly Pass,Web,Yes,No
